Chatty,Safety,Punctuality,Friendliness,Comfortability,UTT
5,5,3,2,2,15
0,2,3,2,2,30
2,2,3,2,5,10
4,4,1,4,5,30
3,4,3,0,1,10
1,0,0,5,5,20
4,4,0,1,5,10
3,1,2,3,0,20
4,3,0,3,2,25
2,3,0,2,3,30
2,5,1,3,0,15
5,1,1,2,4,30
5,4,0,4,4,30
1,4,5,5,3,30
0,5,2,0,3,10
3,4,2,1,5,20
1,4,3,5,5,20
1,0,3,1,2,30
4,5,4,1,5,15
4,1,3,4,2,15
2,3,2,0,4,10
5,4,3,5,3,25
0,1,4,2,1,20
0,2,3,1,4,20
2,5,3,2,1,30
1,4,1,1,2,25
2,2,4,3,2,25
5,3,5,1,0,20
0,4,1,0,1,30
0,3,2,3,3,30
5,5,1,1,0,25
0,4,4,1,4,10
4,4,5,1,5,20
5,2,3,3,1,10
2,0,0,2,4,30
2,5,0,5,5,10
4,4,3,1,2,30
3,1,2,4,4,25
5,0,1,2,2,10
0,4,0,0,1,10
3,5,2,2,5,30
3,1,4,1,4,10
3,2,5,4,4,25
3,4,0,0,1,30
2,1,0,3,4,10
2,0,4,2,5,15
4,1,1,0,0,20
5,0,1,5,0,20
1,2,0,5,3,30
4,3,3,0,5,20
0,5,4,2,2,20
4,5,1,5,5,25
3,2,5,5,5,15
0,1,1,3,4,10
4,4,2,1,2,15
0,4,0,0,5,10
2,3,0,4,2,25
1,4,3,3,5,20
0,2,4,2,4,20
3,3,4,1,4,25
0,5,2,3,2,15
3,4,0,5,4,15
0,0,4,3,1,20
5,2,5,0,1,30
1,1,0,0,2,10
3,4,2,3,3,10
3,0,5,0,2,25
5,1,2,4,4,25
2,4,4,0,1,10
1,1,5,0,4,30
4,4,4,0,4,20
4,5,4,2,5,25
2,5,1,0,3,10
2,1,5,1,2,25
1,1,5,4,2,30
3,1,1,1,2,30
2,5,1,3,1,25
5,0,1,1,3,20
2,4,5,3,1,15
5,2,4,1,5,25
5,3,4,1,2,10
1,0,3,4,3,15
3,4,2,0,0,10
4,1,3,3,5,30
1,2,5,3,2,10
4,3,5,4,1,20
2,2,0,4,0,10
3,0,0,2,2,15
3,3,1,5,0,20
2,1,3,3,0,15
1,2,3,5,2,20
3,4,0,5,1,15
5,3,5,0,1,25
0,3,2,1,0,20
2,1,3,4,5,30
1,2,2,3,0,30
5,0,3,3,5,30
5,3,4,5,1,25
1,2,5,2,5,10
5,0,4,4,0,20
2,1,4,5,1,20
3,5,5,0,2,15
1,1,4,0,4,10
1,3,2,1,1,20
4,4,1,0,4,10
5,2,0,2,3,15
0,2,5,1,2,15
4,3,5,3,3,10
4,4,5,0,3,15
1,5,2,1,3,15
1,3,2,1,3,25
1,0,0,4,1,20
5,1,0,5,3,20
0,0,2,2,5,20
1,2,1,4,2,10
0,1,3,2,5,30
2,0,1,0,2,10
0,2,3,1,0,10
3,4,1,3,5,30
2,3,5,3,4,30
5,1,5,4,5,30
5,1,4,5,0,15
4,4,5,2,4,30
0,1,3,5,3,25
5,5,0,2,3,10
4,1,5,0,3,15
0,5,2,5,1,25
1,4,4,1,3,25
1,1,4,3,3,20
3,3,2,1,4,20
3,3,4,3,2,20
3,1,0,1,1,20
0,1,0,2,1,25
1,4,1,2,3,20
2,2,1,2,5,10
2,1,1,5,3,15
3,0,1,0,3,30
5,2,4,3,0,30
1,3,5,3,3,10
3,5,4,2,3,15
5,2,5,2,3,20
5,0,5,2,4,30
4,1,1,5,2,10
3,1,5,1,4,30
2,4,4,5,0,20
4,0,3,1,0,25
5,1,5,0,3,20
0,4,5,2,0,30
5,5,3,5,0,30
2,5,1,0,4,15
5,4,2,5,2,20
3,1,2,5,4,30
4,2,2,1,3,25
2,0,1,0,5,10
4,2,5,2,5,20
3,0,0,2,3,15
0,0,5,0,0,30
3,0,3,0,4,10
0,5,2,3,2,15
2,4,5,2,4,20
5,2,1,1,0,15
4,2,1,2,3,20
2,5,1,4,0,15
5,5,0,0,4,20
0,4,4,1,1,30
3,2,2,3,3,10
3,5,1,1,4,30
4,4,1,4,3,10
4,1,1,0,0,20
5,0,2,0,3,30
0,2,1,4,2,10
3,2,1,3,0,10
5,0,1,3,5,15
2,1,0,1,5,25
4,0,3,2,1,20
4,2,1,5,4,30
2,0,5,5,5,15
4,3,3,0,5,30
3,2,3,3,4,25
3,3,5,5,0,20
3,2,1,4,3,10
0,2,2,1,1,30
0,0,0,2,0,30
5,2,1,4,5,30
1,1,5,0,5,25
3,3,5,3,3,15
1,1,5,5,3,30
5,2,3,2,4,15
1,5,2,4,4,15
2,2,0,2,5,20
0,3,2,5,2,25
3,2,5,1,1,15
0,0,2,4,4,25
5,3,5,2,5,10
2,0,5,2,1,25
0,3,5,3,5,15
2,5,2,0,3,15
1,1,5,0,1,30
5,2,2,0,1,25
2,4,1,5,2,15
1,3,0,5,2,10
4,1,3,3,1,15
2,5,5,1,4,30
2,4,0,4,5,20
2,1,3,4,1,10
1,1,1,5,4,25
5,2,2,5,3,15
1,1,2,5,5,15
0,1,4,5,5,10
3,4,0,3,5,25
3,0,5,1,3,20
0,3,4,0,0,20
4,5,5,4,4,30
2,0,4,5,3,15
0,5,3,1,0,30
4,4,3,3,3,25
1,1,4,5,1,20
1,3,5,3,2,30
2,0,1,1,5,15
2,5,1,1,4,30
3,2,2,2,4,15
1,0,0,4,0,10
1,0,0,1,2,30
3,4,1,0,0,30
2,5,4,1,2,10
0,4,1,1,3,25
4,2,2,2,1,20
1,5,4,4,4,20
5,2,3,0,0,25
3,0,3,2,1,25
5,0,1,2,5,30
2,5,5,1,2,25
2,1,1,5,1,20
4,3,1,1,2,10
5,3,0,1,0,20
4,5,3,3,0,30
1,0,0,5,4,30
3,4,3,1,0,30
4,2,1,3,3,10
2,3,0,3,5,20
5,4,0,2,0,20
4,2,0,1,5,25
3,1,2,0,3,20
5,3,4,1,5,10
4,2,5,4,1,25
3,2,0,2,0,10
0,4,3,4,0,20
5,5,0,3,4,10
0,5,3,0,3,10
2,3,2,5,5,10
4,5,4,3,3,30
3,3,1,4,5,10
4,4,2,1,4,25
3,4,5,2,2,10
1,2,0,0,1,30
5,5,5,4,5,25
4,2,5,0,2,25
4,3,0,3,3,25
3,2,5,5,4,15
4,3,3,1,2,30
4,5,2,2,5,15
5,1,2,5,3,25
5,2,5,5,2,30
0,0,5,2,3,30
0,2,4,5,4,10
5,4,2,0,1,15
0,2,0,5,2,10
0,0,1,2,2,20
3,0,2,3,4,15
5,2,3,5,4,10
2,1,5,3,4,20
3,3,3,0,2,30
4,0,0,0,0,20
2,2,3,2,5,30
0,3,0,2,0,25
5,5,1,1,4,15
4,0,5,1,3,15
4,4,2,3,4,15
0,2,0,5,2,30
3,1,0,2,0,25
3,5,4,1,5,20
0,3,4,3,3,20
0,2,1,1,1,30
1,2,3,1,4,25
3,5,1,3,5,25
2,0,3,4,0,30
4,0,3,4,1,30
5,2,2,1,4,25
4,2,1,4,1,25
3,2,5,5,3,15
3,1,3,2,1,10
4,2,1,1,2,25
3,5,4,4,2,30
1,4,4,2,1,30
1,1,1,2,2,25
3,2,0,2,2,25
1,0,1,1,0,25
5,2,1,0,3,25
1,3,2,4,3,15
5,4,4,2,5,15
5,4,4,1,5,30
0,1,0,4,1,10
4,2,3,3,1,30
4,0,0,0,3,15
2,0,1,2,2,15
4,5,5,5,4,25
3,5,0,4,2,25
5,0,2,4,4,20
1,4,4,3,4,10
5,4,4,3,4,20
3,5,1,3,4,10
5,3,2,4,4,20
4,5,3,3,5,10
0,2,5,3,0,15
2,5,4,5,0,10
1,0,2,1,0,25
3,3,4,4,3,15
5,1,1,0,1,30
2,1,5,4,4,20
4,5,2,2,4,10
2,0,0,0,5,30
0,0,1,5,1,15
4,4,5,4,0,10
4,1,2,3,5,15
5,1,1,1,0,10
4,3,2,4,3,30
3,1,0,3,3,20
5,2,0,0,5,10
0,3,3,1,0,20
3,2,2,3,5,10
5,2,5,4,4,20
2,1,5,5,1,30
0,4,5,1,4,25
0,2,2,2,2,15
3,0,3,4,4,15
4,2,1,0,2,20
5,1,1,4,4,15
5,2,1,0,0,10
3,3,2,2,2,10
2,5,1,1,0,15
5,0,5,3,1,30
3,2,3,2,5,30
3,1,4,0,3,10
5,5,3,5,5,20
3,3,4,5,2,30
2,3,1,4,2,30
2,1,2,0,3,25
0,4,2,5,1,25
0,4,5,0,2,30
2,4,3,3,5,25
3,4,4,1,3,10
4,3,0,1,1,10
3,5,2,3,1,10
5,3,4,3,0,20
2,4,5,2,0,15
5,5,5,0,3,10
1,5,4,3,3,15
1,4,1,4,5,30
2,5,4,2,0,30
2,5,4,1,3,30
4,3,5,5,3,25
0,0,3,4,1,15
3,3,0,4,2,15
0,4,5,1,4,20
5,2,2,0,0,20
3,1,0,5,3,30
2,0,3,0,2,10
4,2,3,4,3,20
3,1,4,4,3,15
1,1,1,1,1,20
3,3,4,2,1,15
1,5,4,4,4,25
2,5,2,5,2,10
0,3,2,2,5,15
2,0,4,2,0,20
4,3,3,2,3,15
0,1,2,0,2,20
5,5,1,1,3,10
1,3,2,4,2,25
5,1,5,2,1,25
0,2,3,3,4,30
4,0,2,5,4,25
4,4,2,2,0,25
5,1,5,2,5,15
2,3,1,4,2,20
4,0,0,2,5,10
0,3,4,0,1,15
4,4,3,4,2,10
3,0,5,4,2,15
1,2,3,4,5,10
0,0,1,4,0,10
2,4,4,1,3,30
4,4,4,1,4,15
0,0,3,2,5,20
5,3,0,4,0,30
3,5,1,4,2,15
2,1,3,3,1,30
3,4,2,2,0,25
2,2,1,1,1,20
0,0,1,2,0,30
1,3,5,1,3,15
1,0,4,4,1,20
2,0,4,2,0,10
5,5,1,5,5,10
5,1,5,1,4,10
1,1,1,3,3,25
1,3,3,2,0,10
3,4,2,2,2,30
1,2,2,0,4,10
4,2,2,3,0,15
3,4,1,4,3,25
5,4,1,0,4,20
1,5,2,2,5,10
5,5,0,0,4,30
2,2,4,5,2,30
1,2,3,4,0,20
5,0,4,4,3,20
4,0,5,1,5,30
1,0,3,2,3,30
0,3,2,3,4,15
2,0,0,1,2,15
4,4,2,0,1,25
3,5,2,0,3,20
1,0,1,2,2,20
1,4,3,1,4,25
4,2,1,1,3,20
0,2,3,2,3,20
5,2,5,0,5,20
4,1,4,4,4,25
1,5,5,2,0,25
2,4,4,1,0,20
3,0,5,3,4,25
5,4,2,3,0,10
2,4,1,5,5,25
5,5,1,3,0,30
5,1,2,4,4,15
3,1,1,3,5,15
3,4,5,5,1,30
4,1,1,0,5,15
3,3,1,1,3,20
0,4,5,4,2,30
4,0,1,0,0,30
0,3,2,0,5,10
1,2,0,1,4,30
3,2,4,1,4,10
1,5,0,0,3,20
0,3,4,5,3,15
3,4,2,4,2,15
4,1,4,5,5,30
5,1,3,4,0,30
5,3,3,4,2,15
4,0,5,0,3,20
3,3,2,3,5,20
4,5,0,3,5,10
4,3,4,3,1,10
2,0,4,0,2,10
4,4,2,1,2,25
5,4,1,5,3,10
0,3,3,5,0,25
1,5,3,0,4,25
4,3,5,5,3,10
4,0,2,0,5,25
1,2,1,3,1,30
5,4,3,2,1,10
2,0,2,1,0,15
3,1,4,1,1,20
2,2,5,3,5,15
0,1,1,3,2,30
1,2,2,5,0,20
3,2,0,3,3,25
5,5,1,4,4,15
2,3,0,0,2,25
5,4,5,4,3,30
2,5,5,3,1,25
4,3,0,1,1,25
4,0,1,3,2,20
1,4,0,0,5,30
3,3,1,4,4,30
3,4,4,0,0,30
3,2,5,1,1,10
4,0,3,3,4,30
1,0,3,5,2,25
2,3,0,4,3,20
3,0,4,2,1,30
4,0,5,3,1,30
5,5,1,5,1,30
4,2,1,3,5,30
1,5,1,2,5,25
3,0,5,3,3,10
0,1,1,1,1,10
0,4,5,4,2,25
4,0,4,1,4,25
1,3,3,0,0,25
5,5,4,5,5,10
4,5,2,5,1,25
0,2,4,4,0,20
3,0,0,1,0,10
3,2,0,4,1,15
1,4,1,2,3,10
5,2,1,3,0,25
5,3,4,5,1,20
3,4,0,4,3,15
5,3,2,5,2,30
2,5,1,2,4,15
1,2,1,3,1,15
0,2,4,2,5,20
1,0,4,2,4,25
3,2,0,1,2,15
5,2,1,2,0,20
1,1,5,3,3,25
3,3,2,5,4,30
3,5,1,1,2,10
0,4,5,2,2,20
1,2,4,5,3,15
4,3,0,0,4,15
1,3,5,5,0,15
3,2,3,2,1,15
1,5,3,2,2,25
1,0,5,3,5,30
5,4,0,1,0,10
0,1,1,5,5,10
5,1,5,0,5,20
5,1,2,1,2,15
3,4,3,3,4,10
2,1,5,4,1,30
4,5,0,3,1,15
1,0,2,1,5,10
0,4,0,5,2,10
0,3,0,0,0,25
3,4,1,3,1,25
5,4,5,5,2,15
5,3,4,1,3,15
2,0,3,0,4,10
1,0,4,1,5,10
0,0,2,5,4,25
2,5,5,0,2,10
5,2,3,1,4,15
2,2,2,2,1,15
2,5,3,0,0,10
3,0,3,2,2,15
4,0,1,5,0,10
3,2,1,4,3,15
0,0,1,2,2,30
5,2,3,2,0,20
1,2,3,2,3,25
0,1,3,0,5,15
2,5,5,3,1,15
4,4,0,4,4,10
4,0,3,4,5,15
4,3,5,2,1,25
0,2,2,1,2,15
5,0,0,3,1,15
2,0,1,4,3,15
5,1,1,5,2,10
2,2,3,0,5,20
5,0,4,4,5,10
3,5,3,3,3,20
0,3,4,1,2,20
5,5,1,4,4,25
0,1,3,5,1,10
1,5,1,5,5,25
0,5,0,4,2,10
2,3,3,4,5,10
5,5,3,3,3,20
3,4,1,5,1,15
0,3,4,0,3,25
1,4,1,0,5,15
3,1,1,4,1,15
4,0,5,4,2,20
1,4,4,1,5,30
0,5,0,1,5,20
5,3,0,4,4,10
1,2,3,5,4,30
4,1,4,5,0,10
4,4,3,4,2,10
3,3,3,4,3,15
1,5,3,1,2,15
5,2,5,1,0,20
2,4,1,2,2,20
3,2,3,2,0,25
2,3,5,0,3,25
0,5,5,5,3,25
1,4,5,4,4,20
1,4,0,1,0,20
2,4,4,3,4,20
2,3,3,0,5,25
3,1,5,0,5,30
4,3,3,1,2,20
3,3,2,3,5,30
1,3,0,5,3,25
0,3,2,1,2,20
0,3,5,2,5,15
1,3,2,1,2,15
5,4,0,2,0,25
1,1,5,3,1,30
1,5,5,2,4,10
2,0,2,1,3,20
2,0,4,3,1,10
3,4,4,5,2,30
5,4,0,3,0,10
5,0,4,1,2,30
4,2,1,5,4,20
0,0,0,3,0,15
0,5,4,4,3,30
3,1,3,2,2,10
3,2,2,5,0,20
1,3,0,1,0,15
1,1,4,5,2,15
4,1,0,1,3,15
1,1,5,3,2,25
2,0,1,2,0,10
1,3,4,4,0,25
5,3,1,2,0,10
5,3,4,1,3,25
3,0,1,3,3,25
1,0,0,5,5,10
2,4,0,4,4,15
2,5,3,4,1,30
0,5,3,2,2,20
5,3,3,1,0,10
3,0,3,5,1,15
2,4,3,3,0,25
5,1,3,0,3,30
5,3,4,4,5,20
5,4,1,4,4,30
4,3,4,4,0,25
2,1,4,4,3,25
1,1,5,2,4,10
5,0,3,0,3,15
4,4,1,4,5,25
5,3,0,5,1,30
3,4,0,1,0,25
0,1,1,2,2,20
1,5,4,1,2,10
2,4,1,5,0,10
5,1,2,1,0,10
2,5,0,2,0,10
1,1,2,4,4,25
1,0,2,4,2,20
3,3,3,0,1,25
4,0,0,1,4,20
3,1,5,2,5,15
0,5,1,2,2,15
1,1,5,4,2,15
0,3,5,3,1,20
3,5,0,0,2,25
3,0,3,3,3,30
4,2,5,4,0,20
4,1,4,1,0,20
4,2,2,5,3,25
4,5,3,3,5,30
3,1,0,1,2,10
2,5,3,3,3,10
4,1,4,2,5,30
4,0,1,5,3,15
1,3,0,4,4,20
4,5,0,3,2,25
5,5,1,3,2,10
2,4,4,0,3,15
1,4,0,4,2,15
3,4,4,5,1,20
3,1,3,0,4,30
2,0,5,0,0,10
2,2,0,4,2,30
1,5,1,4,0,20
1,0,1,5,3,20
1,2,3,5,4,25
0,5,0,4,5,20
3,3,4,1,3,15
4,5,5,2,4,15
4,2,0,3,4,30
2,4,4,1,2,20
2,3,5,3,1,30
3,0,3,2,3,20
5,3,2,4,1,20
3,5,5,3,1,15
0,5,3,3,5,10
4,3,1,5,0,15
5,5,1,1,4,20
4,5,5,1,0,30
1,1,3,4,3,10
0,0,2,4,2,10
0,1,1,4,3,20
2,5,4,5,0,20
2,5,4,1,5,20
0,0,2,1,5,25
0,5,3,3,1,15
5,0,3,1,4,25
5,5,0,2,0,30
2,3,3,4,1,30
3,1,2,0,0,30
0,2,2,5,2,25
4,4,2,3,2,15
4,0,2,3,4,25
4,4,2,3,0,15
4,3,4,0,5,30
5,0,2,5,3,25
0,3,3,4,1,10
3,2,2,1,2,10
0,2,1,1,3,15
2,5,0,4,3,10
5,1,4,5,5,25
1,5,2,3,1,15
3,5,3,3,3,25
4,1,2,3,0,25
1,2,4,2,1,25
3,0,4,5,5,10
3,0,2,4,0,10
4,4,4,4,0,20
1,2,5,4,3,10
3,3,1,2,0,25
1,4,2,5,2,15
2,0,1,0,1,30
2,4,3,1,0,30
1,2,4,1,3,15
4,5,4,4,0,25
3,3,5,2,5,15
1,2,0,4,3,30
5,5,1,2,5,10
2,2,3,3,5,20
1,4,1,3,5,15
0,0,5,3,5,20
2,1,5,4,4,15
5,4,2,0,3,15
1,0,3,3,4,30
3,4,1,1,5,20
5,4,0,3,4,20
3,5,1,2,0,15
3,1,4,2,1,15
3,5,3,3,0,30
5,1,4,2,3,15
1,3,5,5,3,20
1,2,4,4,4,20
1,5,3,0,3,20
2,3,4,0,2,30
0,5,2,0,2,10
5,4,0,3,2,20
3,2,3,5,0,30
2,5,5,5,3,25
4,2,2,4,5,20
4,3,0,4,0,10
5,4,5,0,4,30
1,5,4,0,1,25
3,0,3,2,1,15
3,0,1,2,3,15
3,0,1,4,1,10
3,0,0,5,4,15
0,0,1,0,2,20
2,3,1,0,3,10
3,0,0,0,0,15
4,2,0,2,5,20
3,2,2,4,2,20
2,2,1,3,3,25
0,5,2,3,5,10
5,5,1,3,4,25
3,0,0,2,1,10
0,4,2,2,5,15
1,4,2,1,3,10
2,1,1,3,3,25
0,2,4,2,1,20
3,2,3,1,3,10
0,1,2,3,2,20
1,3,2,5,1,20
2,0,0,3,1,10
3,1,1,2,1,10
1,0,4,4,4,10
4,0,3,3,3,10
1,2,0,2,4,30
0,2,1,5,3,10
0,2,5,0,4,25
2,4,1,4,3,25
5,3,1,5,2,30
2,0,4,1,0,15
1,5,4,0,4,15
5,0,0,4,3,15
5,5,3,4,5,20
2,5,1,1,1,10
2,4,2,3,3,10
5,4,1,5,3,30
3,2,2,4,4,20
2,2,1,5,5,15
3,3,3,5,2,15
2,0,4,3,3,20
5,1,2,2,5,15
1,0,4,0,4,25
3,3,2,4,4,30
3,1,0,3,3,30
0,5,2,5,1,25
3,1,3,4,2,15
4,2,3,4,0,30
1,5,3,3,1,20
4,2,1,0,5,15
1,5,3,5,3,10
1,4,0,0,5,20
4,4,3,5,2,10
3,4,3,2,5,30
3,2,5,3,0,20
1,5,4,2,3,25
2,5,5,0,4,15
4,5,5,5,2,30
3,5,0,5,0,15
0,2,4,0,3,25
5,1,5,3,3,20
0,1,1,0,4,10
3,5,2,0,3,15
0,1,2,3,4,10
2,0,0,3,1,15
4,1,0,4,4,15
2,2,0,0,1,25
5,3,2,2,3,25
4,3,2,4,0,30
5,4,5,1,1,30
5,5,2,4,3,20
4,0,2,2,2,10
3,1,2,2,2,20
2,0,4,3,5,30
3,4,3,0,3,15
2,2,5,3,4,15
4,3,3,0,0,15
1,3,4,1,3,15
5,2,2,0,3,15
3,2,5,1,1,25
3,5,4,3,5,10
3,2,2,0,4,10
4,3,2,0,3,25
4,1,4,0,4,30
5,2,3,0,2,10
0,3,4,0,1,15
2,5,2,4,2,10
5,2,2,3,0,30
1,0,0,2,0,15
2,0,0,1,4,25
1,4,3,2,0,20
3,5,0,4,1,15
5,3,2,1,2,15
5,1,3,1,2,15
4,0,2,2,5,30
5,1,1,1,2,30
2,4,0,5,4,30
3,1,2,0,1,20
1,4,0,0,3,30
1,5,3,0,1,20
1,1,3,3,5,15
3,2,1,4,3,30
2,5,5,3,1,25
5,4,0,5,3,30
5,5,2,0,5,25
3,2,1,2,3,25
1,0,4,3,5,25
1,5,0,5,5,15
5,1,4,1,2,15
3,2,4,1,1,25
2,1,2,0,0,30
2,3,3,3,0,10
5,0,0,2,3,20
0,4,1,3,4,30
0,1,3,1,5,25
4,3,4,2,4,10
1,2,1,2,1,30
3,4,3,2,4,10
1,0,4,2,5,20
1,3,1,1,5,10
4,5,3,5,4,25
1,3,0,0,5,15
4,3,1,3,1,10
4,1,3,4,3,15
0,0,5,5,1,20
5,3,1,5,1,15
3,5,2,2,2,25
2,1,4,4,2,15
3,0,0,0,0,15
1,1,2,1,4,15
0,1,0,1,1,15
5,3,3,4,2,15
1,3,0,5,0,20
3,2,2,5,3,15
0,1,4,0,2,10
1,1,0,3,5,20
0,4,0,1,4,25
2,5,2,5,1,15
1,5,1,2,5,15
4,0,1,4,0,15
1,3,3,1,5,20
1,5,2,1,5,10
4,2,4,1,2,20
4,0,3,5,2,25
0,1,5,3,3,25
1,2,4,4,4,10
0,4,3,4,2,15
5,1,4,1,4,25
1,0,5,0,5,10
1,0,2,2,5,25
0,0,4,2,2,10
1,5,2,2,5,15
4,5,5,5,5,15
2,5,5,4,2,25
0,2,2,2,4,10
2,1,3,2,0,20
4,1,0,1,3,10
0,5,2,0,3,10
1,5,0,3,2,10
5,1,5,5,1,30
2,5,3,3,2,15
1,4,1,5,1,10
2,1,5,2,2,15
2,5,4,2,0,10
0,1,5,3,2,10
0,3,4,4,1,20
1,5,1,5,3,10
0,3,3,2,2,15
3,4,3,5,1,10
5,1,5,0,2,20
0,4,3,1,5,20
1,3,5,4,2,25
5,5,0,4,2,30
1,1,4,0,0,25
3,2,4,3,5,15
2,5,0,0,0,30
0,5,3,1,0,15
2,3,3,0,0,30
3,2,3,3,0,20
4,4,3,0,4,25
3,5,2,2,2,20
0,4,2,5,1,25
4,2,0,2,3,30
5,5,1,4,0,15
4,5,0,4,4,25
2,5,1,3,4,25
4,2,5,5,2,10
3,5,4,3,3,30
5,5,3,3,0,10
1,0,2,0,1,10
1,0,1,1,2,25
0,2,3,4,3,30
0,4,1,2,5,20
5,3,4,1,2,30
2,5,2,3,1,25
4,1,4,5,5,25
3,5,0,5,0,15
2,1,0,2,0,20
4,3,5,4,0,30
0,0,3,1,3,20
0,4,0,2,3,30
3,3,5,5,2,30
5,2,2,1,0,10
5,3,4,1,1,15
1,0,2,3,0,25
5,3,3,4,4,15
2,2,3,2,3,25
0,4,1,2,1,30
5,1,3,4,4,10
2,1,1,3,1,25
1,3,0,4,3,15
2,5,0,1,5,10
3,3,2,4,0,25
0,3,0,3,5,10
4,5,4,4,4,30
5,0,5,4,4,10
3,2,3,2,2,25
3,5,5,0,3,25
3,2,1,3,4,20
3,1,5,0,3,20
1,5,0,2,4,10
2,5,5,2,4,25
5,1,4,2,3,25
1,4,1,0,0,15
1,0,5,4,3,25
2,4,4,0,3,20
3,5,3,3,0,25
4,2,3,0,2,25
3,5,5,5,2,30
2,1,2,5,5,10
0,4,0,0,1,25
1,1,4,3,4,20
1,3,4,4,1,15
5,3,1,3,0,25
4,2,0,1,4,10
0,5,2,0,0,10
5,3,2,3,0,15
2,3,5,4,2,25
1,4,0,1,0,20
4,3,0,2,4,15
5,5,3,4,0,25
3,1,3,0,3,20
1,1,1,1,4,20
0,3,1,4,4,25
5,2,0,4,4,20
2,1,1,0,0,15
5,4,4,1,2,10
3,5,3,4,4,30
3,0,3,5,4,10
4,5,0,0,3,25
3,2,0,3,4,15
1,2,1,5,4,15
2,1,0,3,1,30
2,4,0,2,1,10
2,3,1,2,4,25
5,4,3,4,1,25
1,1,0,5,5,20
0,2,3,1,1,20
5,0,0,1,4,15
4,0,3,0,1,20
0,2,1,3,1,25
4,5,4,3,0,20
4,3,5,3,1,10
2,3,4,1,0,25
4,3,3,5,1,20
2,1,3,3,2,30
4,5,5,2,5,25
3,3,2,2,1,25
3,1,0,1,4,10
1,3,2,2,3,30
4,2,1,2,2,20
3,3,0,2,3,25
0,5,5,5,0,15
1,0,2,4,3,20
3,4,1,1,2,10
3,2,0,2,3,30
0,5,1,3,0,10
3,3,5,3,3,15
0,4,1,4,4,10
5,2,5,1,1,20
5,0,5,0,0,10
2,4,2,2,3,20
4,1,0,4,1,25
1,3,3,2,4,30
5,1,1,5,2,10
0,3,1,0,3,30
5,2,2,1,5,30
3,5,0,0,3,20
4,5,3,0,4,30
4,5,2,2,0,20
3,1,4,0,0,25
5,1,5,2,0,25
2,4,2,5,1,30
3,0,5,1,3,15
5,0,0,5,4,15
0,1,1,4,5,30
2,4,1,2,0,20
3,1,1,5,1,20
4,1,4,3,5,20
1,0,5,4,2,30
5,2,0,0,0,15
0,1,4,5,0,25
2,0,5,1,3,20
2,2,1,3,1,10
2,1,3,2,0,30
1,0,3,0,3,15
1,0,5,1,2,30
5,4,5,1,5,25
1,2,1,3,4,10
4,3,1,3,1,30
3,3,3,5,0,10
2,0,5,5,4,20
3,1,3,3,0,10
5,0,0,4,0,10
3,4,4,0,5,25
3,2,1,2,0,30
3,0,3,3,3,10
4,4,4,2,4,10
4,1,4,3,5,25
3,0,3,5,4,20
4,4,0,2,5,30
1,5,5,4,1,20
0,3,5,0,3,10
4,0,1,1,3,20
5,1,1,4,0,20
1,0,3,3,1,25
2,5,5,0,1,15
3,1,0,0,2,30
2,0,1,4,3,25
1,3,3,3,3,30
4,4,0,1,4,20
4,0,0,2,2,30
3,2,1,0,0,10
2,1,4,4,2,15
4,2,3,2,4,10
1,0,2,1,4,20
1,2,0,5,2,20
5,4,1,2,0,25
1,3,2,3,3,25
2,5,3,1,3,30
5,2,2,5,5,15
0,0,2,0,3,10
5,2,3,4,0,10
3,2,0,4,3,20
2,5,3,3,0,15
0,4,5,4,3,20
4,2,2,1,3,25
0,3,4,5,0,30
5,0,3,4,4,20
4,4,0,2,2,25
4,0,1,1,4,20
5,4,5,4,1,15
0,0,4,1,0,10
2,0,2,3,5,10
2,3,2,4,4,15
1,0,4,0,2,15
1,4,0,2,1,20
3,0,1,5,2,10
2,3,4,4,4,15
1,2,2,3,1,20
5,4,3,5,1,10
2,3,0,1,5,15
0,5,2,3,5,25
3,1,4,0,4,15
5,5,4,1,5,10
3,4,1,5,5,15
3,3,2,5,4,15
0,0,3,3,5,15
1,2,0,3,4,15
1,0,1,2,2,20
2,4,0,3,4,20
0,1,4,2,5,25
3,2,2,5,5,20
2,4,4,2,0,15
1,3,3,4,5,15
4,2,0,4,1,25
2,3,2,2,4,20
4,3,3,4,5,10
4,1,1,5,0,30
3,4,0,5,5,20
1,0,4,5,1,10
2,3,0,1,1,10
4,4,4,4,4,10
3,5,2,4,2,30
1,1,2,3,2,10
5,4,3,3,3,30
1,3,3,5,0,15
0,4,3,5,4,25
4,0,0,5,2,30
1,0,5,3,2,20
2,4,2,0,4,25
0,2,5,1,3,25
5,4,1,0,1,10
5,4,5,0,4,20
5,2,0,3,3,10
2,1,5,1,5,20
2,2,2,5,1,25
4,4,4,2,4,15
0,2,5,0,2,15
4,0,1,2,3,25
2,2,4,0,5,20
2,1,5,2,0,10
4,3,0,0,3,25
3,5,5,5,5,25
1,4,2,3,1,10
0,1,5,4,3,30
1,1,1,3,1,25
1,5,5,5,2,15
5,2,0,4,5,25
0,0,5,3,2,25
0,4,1,4,0,10
2,4,5,4,4,10
1,4,1,2,4,15
5,0,4,1,5,20
5,4,0,0,1,30
0,5,3,0,5,10
5,4,0,4,2,25
2,4,2,1,5,20
0,0,5,5,5,25
5,3,3,5,3,15
3,0,1,0,2,10
2,5,0,3,0,15
